Type de panne;Durée arrêt (h);Résumé intervention;Date intervention;Désignation;Date demande;Cause;Coût matériel;Organe;[Pièce].Désignation;[Pièce].Référence;[Pièce].Quantité;[Pièce].Prix total
Arrosage;1,08333;Nettoyage du flexible d'arrosage normale /nettoyage du filtre d'arrosage normale ;10/01/2025;machine2;10/01/2025 10:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,41667;Verification du filtre d'arrosage normale / nettoyage des buses de retour d'arrosage normale ;10/01/2025;machine2;10/01/2025 08:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,58333;Verification du capteur de presence d'outils / nettoyage du connecteur du capteur /retour du magasin et preneur de changement d'outils a l'etat initiale ;10/01/2025;machine3;10/01/2025 08:45;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Hydraulique;1,11667;Verification du circuit de la pompe hydraulique et de la pression de la pompe / remplissage du groupe hydraulique du bras de changement d'outil;10/01/2025;machine6;10/01/2025 03:23;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Pneumatique;0,5;Instalettion d'une nouvelle souflette ;10/01/2025;machine10;10/01/2025 16:00;MANQUE SOUFFLETTE;0;07-Système pneumatique;;;;
Arrosage;1;Verification et nettoyage de la pompe d'arrosage normal / verification du fonctionnement d'arrosage normal  ;09/01/2025;machine3;09/01/2025 10:15;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;20;Controle geo 5 axes / modification sur la valeur du G54   geo 5 axes initiale: (X,Y,Z)( A0B0(0,0,0), A-30C0(0,0.015,-0.04), A30C0(0.01,-0.02,0), A0C180(-0.06,0.01,0.035), A-90C0(0,-0.1,0.05)) actuel (X,Y,Z)( A0B0(0,0,0), A-30C0(0,0,-0.01), A30C0(0,0,;09/01/2025;machine4;09/01/2025 21:00;DECALAGE POSITION AXE;0;02-Axes;;;;
Hydraulique;1,06667;Vidange du reservoir d'huile / nettoyage du reservoir d'huile de lubrification / changement du filtre d'huile / remplissage du reservoir d'huile 68;09/01/2025;machine1;09/01/2025 11:46;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Arrosage;0,41667;Nettoyage de la pompe et des buses d'arrosage normal ;09/01/2025;machine6;09/01/2025 13:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;11;Demontage de l'ancien protecteur / montage du nouveau  protecteur / demontage du nouveau protecteur ;09/01/2025;machine10;09/01/2025 08:00;BLOCAGE PROTECTEUR;0;10-Bâti ;;;;
Mécanique;0,66667;Verification du connecteur et du moteur du convoyeur / verification du condensateur du moteur /verification et nettoyage de la chaine du convoyeur;08/01/2025;machine2;08/01/2025 08:35;BLOCAGE DE CONVOYEUR A COPEAUX;0;042-Convoyeur de copeaux;;;;
Mécanique;2,5;Controle geo des axes et corrections des defaux / rapport: initiale: faux rond (0  0.008) parallelisme XZ (-0.01   0) parallelisme YZ ( -0.01  0) actuel: faux rond (0   0.008) parallelisme XZ (-0.01  0) parallelisme YZ (-0.01  0) / geometrie 5axes (i;08/01/2025;machine4;08/01/2025 09:30;DECALAGE POSITION AXE;0;02-Axes;;;;
Electronique;0,25;Redemarrage de la machine / verification des variateurs des axes ;08/01/2025;machine1;08/01/2025 17:15;PROBLEME ELECTRONIQUE;0;03-Armoire électrique ;;;;
Mécanique;0,56667;Retour a l'etat initiale de la CPA / lancement du programme de changement palette / reglage du regulariteur de pression ;07/01/2025;machine1;07/01/2025 23:36;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Electronique;12,5;Prendre l'origine de l'axe W1815bit4AP2 / reglage de la valeur grid shift 1850 / faire le teste de changement entre les deux chaines ;07/01/2025;machine1;07/01/2025 02:00;BLOCAGE CHANGEMENT D'OUTIL;0;032-Variateurs;;;;
Mécanique;1,75;Demander a l'operateur de changer l'outil et serré la tirette ;07/01/2025;machine1;07/01/2025 12:30;DEFAUT OUTIL;0;01-Broche ;;;;
Mécanique;1,08333;Redemarrage de la machine / retour de l'axe a l'origine / verification geo d'axe C dans les 3 axes et 5 axes / alignement d'axe C dans les 3 axes: (0    -0.005)  / C0B0 perpenducularite de l'axe C suivant XY (0°0 /. 90° -0.01 /. 180° -0.02 /. 270°  0;06/01/2025;machine1;06/01/2025 09:30;DECALAGE POSITION AXE;0;0242-Axe C;;;;
Electronique;0,66667;Nettoyage du ventilateur de l'unite 7 (servo drive d'axe C);06/01/2025;machine1;06/01/2025 08:00;PROBLEME ELECTRONIQUE;0;032-Variateurs;;;;
Mécanique;0,33333;Retour du bras changement d'outils a l'etat initiale / lancement du programme de changement d'outils ;06/01/2025;machine4;06/01/2025 23:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,58333;Nettoyage de la pince d'outil/ nettoyage de la tete de la broche / faux rond avant: (0.04   0.15) faux rond apres : ( 0  0) / parallelisme XZ : ( 0   0) parallelisme YZ : ( 0    -0.03);04/01/2025;machine3;04/01/2025 09:15;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Electronique;0,5;Renitialisation des alarmes / deblocage de l'outil dans la piece / retour a l'etat initial des axes ;04/01/2025;machine4;04/01/2025 07:10;PROBLEME ELECTRONIQUE;0;0241-Axe B;;;;
Hydraulique;0,58333;Remplissage du reservoir / verification du circuit hydraulique (du cote de la palletisation) ;04/01/2025;machine1;04/01/2025 04:45;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Arrosage;1,73333;Verification de la pompe d'arrosage normale / nettoyage de la pompe d'arrosage normal / nettoyage du flexible d'arrosage et filtre ;03/01/2025;machine2;03/01/2025 11:31;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;74,83333;Verification de l'alimentation de la carte 110: ok / verification du circuit pneumatique /verification des mouvements mecanique d'ATC /changement du distributeur de bras de changement d'outils ;03/01/2025;machine2;31/12/2024 09:20;BLOCAGE CHANGEMENT D'OUTIL;60,19;06-changement d'outil;Distributeur 3/2 1/8 avec bobine 110VA pour UMC / J4V110-06  / pressure 0.15-0.8 MPa;M-DIS0010;1.0;60,19
Electronique;0,5;Demonter le servo drive de l'axe Y / nettoyage de l'interieur et l'exterieur du radiateur / nettoyage de la carte electronique ;03/01/2025;machine2;03/01/2025 15:00;PROBLEME ELECTRONIQUE;0;022-Axes Y;;;;
Mécanique;0,66667;Demontage du cartere d'axe Z / verification de l'etat du capteur et connecteur / positionement du capteur de desserage d'outils / remontage du carter d'axe Z ;03/01/2025;machine3;03/01/2025 11:20;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Mécanique;2;Changement du protecteur d'axe Z / nettoyage du vis a billes  ;02/01/2025;machine2;02/01/2025 11:00;CARTER DEFORME / CASSE / DEMONTE;640;022-Axes Z;Protecteur d'axe Z (SOUFFLET BAS AXE Z);M-PR0016;1.0;640
Mécanique;0,66667;Changement du protecteur d'axe Z / nettoyage du vis a billes ;02/01/2025;machine2;02/01/2025 08:50;CARTER DEFORME / CASSE / DEMONTE;640;022-Axes Z;Protecteur d'axe Z (SOUFFLET BAS AXE Z);M-PR0016;1.0;640
Arrosage;1;Nettoyage du filtre d'arrosage normale / nettoyage du flexible d'arrosage normale;02/01/2025;machine2;02/01/2025 08:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;1,83333;Reglage de la circularite et alignement du shunk / lancement de la piece teste et la valide avec le service production / modification au niveau de l'axe Z = -0.025mm;02/01/2025;machine2;02/01/2025 20:10;DECALAGE POSITION AXE;0;02-Axes ;;;;
Mécanique;5,75;Reprendre l'origine des axes X,Y,Z : avant ( X= 279.727mm Y= 640.690 Z= 730.000) apres ( X= 280,000 Y= 641.037 Z= 729.999);02/01/2025;machine6;02/01/2025 09:15;DECALAGE POSITION AXE;0;02-Axes;;;;
Mécanique;0,5;Ajouter des cales a la machine pour la fixation au sol;01/01/2025;machine3;01/01/2025 16:30;VIBRATIONS;0;10-Bâti ;;;;
Arrosage;0,5;Verification du capteur du niveau d'arrosage / restauration du niveau d'arrosage au reservoir;01/01/2025;machine6;01/01/2025 14:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;39;Correction defaut sur l'axe B90 de -0.1 => -0.008 / reglage de l'alignement et circularite de l'axe C / modification sur la valeur MRZP : X = -276.925 ,  Y = -262.742 , Z = -490.251;31/12/2024;machine2;31/12/2024 18:00;DECALAGE POSITION AXE;0;02-Axes ;;;;
Mécanique;4,5;Verification du frein d'axe C / verification amplificateur, servo moteur et courroie / changement du pressotat pneumatique du frein d'axe C ;31/12/2024;machine2;31/12/2024 13:00;BLOCAGE AXES PRINCIPAUX;71,85;0242-Axe C;PRESSURE SWITCH 4PSI NC AXE C ;M-HYD0011;1.0;71,85
Mécanique;0,35;Remplissage du reservoir du frein de l'axe C ;31/12/2024;machine2;31/12/2024 08:39;BLOCAGE AXES PRINCIPAUX;0;0242-Axe C;;;;
Arrosage;0,36667;Nettoyage filtre d'arrosage normal / nettoyage du flexible de la pompe d'arrosage normal ;31/12/2024;machine2;31/12/2024 07:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,45;Nettoyage du filtre de retour d'arrosage ;31/12/2024;machine2;31/12/2024 08:03;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,4;Nettoyage de la pompe et du filtre du tambour ;31/12/2024;machine6;31/12/2024 20:01;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,11667;Rearmer le disjoncteur de la pompe d'arrosage centre ;31/12/2024;machine6;31/12/2024 18:08;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;2,41667;Changement du courroie d'axe C / retourn des axes a la position d'origine / mettre du silicone dur la trape de l'axe C ;30/12/2024;machine2;30/12/2024;BLOCAGE AXES PRINCIPAUX;46,3;02-Axes ;Courroie d'axe C (BELT PCGT 5MX15 5MGT- 600-15);M-TRANS0023;1.0;46,3
Divers;0,15;Renitialiser le reseau de la machine / verification du connecteur machine ;30/12/2024;machine2;30/12/2024 11:20;PROBLEME RESEAU;0;03-Armoire électrique ;;;;
Electronique;1,5;Changement du projecteur ;30/12/2024;machine2;26/12/2024 22:00;PROBLEME D'ECLAIRAGE // SIGNALISATION;37,03;033-équipement divers ;PROJECTEUR HAAS ;M-ECL0005;1.0;37,03
Mécanique;35,66667;Correction defaut sur les axes B90 de -0.08 => -0.008 / correction de l'alignement et de la circularite de l'axe C sur le shunck /  modification des valeurs MRZP X=-281.427 Y=-263.599 Z=-489.535 /253=0.015 ;30/12/2024;machine2;30/12/2025 07:00;DECALAGE POSITION AXE;0;02-Axes ;;;;
Hydraulique;0,58333;Verification du circuit du groupe de refroidissement  de la broche / remplissage du groupe de refroidissement ;30/12/2024;machine1;30/12/2024 08:30;PROBLEME DE REFROIDISSEMENT;0;05-Unité de lubrification ;;;;
Arrosage;0,75;Nettoyage des flexbiles de la pompe d'arrosage / nettoyage de la pompe d'arrosage et des filtres du convoyeur ;30/12/2024;machine6;30/12/2024 07:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;3;Elimination de la fuite sur le palettiseur / nettoyage de la pompe d'arrosage du l'unite de tambour ;30/12/2024;machine6;30/12/2024 14:00;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,66667;Nettoyage de la pompe d'arrosage / nettoyage du reservoir d'arrosage sur la pompe ;30/12/2024;machine6;30/12/2024 07:45;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,83333;Nettoyage de la pompe d'arrosage du convoyeur et nettoyage des filtres ;28/12/2024;machine6;28/12/2024 12:40;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;1,25;Nettoyage du filtre d'arrosage normal / nettoyage des bus de retour d'arrosage au reservoir ;27/12/2024;machine2;27/12/2024 07:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;8;Elimination de la fuite d'arrosage /  verification de la machine pour eliminer la fuite ;27/12/2024;machine6;27/12/2024 14:00;FUITE LIQUIDE D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Electronique;0,58333;Nettoyage de la pompe / rearmer le disjoncteur ;27/12/2024;machine6;27/12/2024 21:15;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;1;Retour bras de changeur d'outils a l'etat initiale (probleme sur l'outil) / basculer la pompe d'arrosage centre entre l'UMC5 et UMC8;26/12/2024;machine2;26/12/2024 23:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,33333;Retour du COA a l'etat initiale ;26/12/2024;machine2;26/12/2024 21:50;BLOCAGE CHANGEMENT D'OUTIL;0;06-changement d'outil;;;;
Arrosage;0,25;Nettoyage de la pompe arrosage normale;26/12/2024;machine2;26/12/2024 22:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;1,08333;Changement du filtre d'arrosage centre / basculer la pompe TSC entre UMC 8 et 5 ;26/12/2024;machine2;26/12/2024 22:45;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;180,58333;Diagnostique : controle broche ( temperature, serrage, graissage) /changement broche/ ajustement du mixing valve/remplissage groupe froid/prendre les nouveaux positions de changement d'outils / reglage du M19 / prendre un nouveau centre plateau X=-35;26/12/2024;machine3;26/12/2024 02:55;BROCHE HS: TEMPERATURE ELEVEE;0;01-Broche ;;;;
Arrosage;0,66667;Changement du filtre d'arrosage centre / verification du circuit d'arrosage au centre  ;25/12/2024;machine2;25/12/2024 07:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,41667;Verification du filtre d'arrosage centre ;25/12/2024;machine2;25/12/2024 05:10;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Arrosage;0,41667;Nettoyage du filtre d'arrosage normalet flexible / nettoyage de la pompe d'arrosage normal ;25/12/2024;machine2;25/12/2024 15:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;1,91667;Controle de la force de serrage / controle du faux rond et parallelisme suivant XZ et YZ : faux rond (0.005  0.01)  parallelisme Y/Z ( 0.013  0) parallelisme XZ:(0.009   0) force de serrage 18 KN;25/12/2024;machine4;25/12/2024 19:20;SURCHARGE BROCHE;0;02-Axes;;;;
Mécanique;17,5;Controle geo machine et correction des defauts / piece test valide : axe C0 (0  -0.01)   C0,B90 (-0.005  0)  B90 (0.01   0);24/12/2024;machine2;24/12/2024 08:00;DECALAGE POSITION AXE;0;02-Axes ;;;;
Arrosage;0,33333;Verification du circuit d'arrosage normal / verification de l'etat de la pompe d'arrosage ;24/12/2024;machine2;24/12/2024 07:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,5;Retour a l'etat initiale du preneur / changement du pot d'outils (18);24/12/2024;machine3;24/12/2024 20:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,41667;Nettoyage de la pompe d'arrosage normal / rearmement du contacteur ;24/12/2024;machine3;24/12/2024 19:05;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Prendre l'origine du magasin d'outil / retour etat initiale du preneur / changement du pot d'outils (14);24/12/2024;machine3;24/12/2024 15:45;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;51,5;Demontage broche / changement du codeur broche / remontage du codeur broche / remontage broche / changement cable de communication entre l'encodeur et codeur broche /mise en place de la broche / rangement des cables/ montage des carteres / refaire M1;24/12/2024;machine3;24/12/2024 20:00;BLOCAGE CHANGEMENT D'OUTIL;1200;06-Changement d'outils;CODEUR BROCHE CPLT;M-MES0002;1.0;1200
Electronique;0,13333;Redemarrage machine / verification de l'etat des axes ;24/12/2024;machine1;24/12/2024 17:22;PROBLEME ELECTRONIQUE;0;023-Axe Z;;;;
Arrosage;0,83333;Verification de l'etat des filtres tambour du convoyeur ;23/12/2024;machine6;23/12/2024 09:00;BLOCAGE CHANGEMENT D'OUTIL;0;04-Groupe d'arrosage;;;;
Mécanique;1,5;Retour a l'etat initiale de changement d'outils ;23/12/2024;machine2;23/12/2024 06:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-changement d'outil;;;;
Hydraulique;0,53333;Reset power machine  / verification du niveau du reservoir de lubrification ;23/12/2024;machine3;23/12/2024 17:07;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Arrosage;15,66667;Nettoyage du flotteur d'arrosage / nettoyage du filtre du retour d'arrosage ;22/12/2024;machine3;21/12/2024 17:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Retour a l'etat initial du changement d'outil / reglage du capteur de presence outil ;21/12/2024;machine3;21/12/2024 12:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;7,08333;Verification de la rotation d'axe B / verification du mouvement d'axe B / verification programe / redemarrage machine / modefication du parametre 1420 du rapide d'axe B de 18000 a 16000;21/12/2024;machine1;21/12/2024 05:25;BRUIT;0;0241-Axe B;;;;
Mécanique;1,5;Retour a l'etat initiale de changement palette / reglage de la pression ;21/12/2024;machine1;21/12/2024 00:45;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,33333;Changement du filtre d'arrosage centre ;20/12/2024;machine2;20/12/2024 08:40;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;85;Controle geo machine, et correction des defauts / piece teste valide / faux rond(-0.005  -0.045) parallelisme: YZ ( 0   -0.025)   XZ( 0   +0.03 ) / serrage d'outils: 7.2 KN;20/12/2024;machine2;20/12/2024 14:00;DECALAGE POSITION AXE;0;02-Axes ;;;;
Arrosage;0,75;Nettoyage de la pompe du convoyeur ;20/12/2024;machine6;20/12/2024 07:40;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;1,25;Nettoyage / changement du filtre ;19/12/2024;machine4;19/12/2024 01:15;PROBLEME D'ARROSAGE;393,47;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;393,47
Mécanique;6;"Reglage de l'alignement de l'axe B0 et B90 / reglage de la circularite et alignement de l'axe C0; B90 / modification des valeurs MRZP: X=-326.141 , Y=-254.301 , Z=-472.950";19/12/2024;machine2;19/12/2024 07:15;DECALAGE POSITION AXE;0;02-Axes ;;;;
Hydraulique;0,28333;Remplissage du groupe hydraulique ;18/12/2024;machine1;18/12/2024 06:43;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Arrosage;0,33333;Nettoyage de la pompe d'arrosage par bus ;18/12/2024;machine6;18/12/2024 06:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Hydraulique;0,41667;Remplissage du groupe de refroidissement ;18/12/2024;machine1;18/12/2024 08:30;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Arrosage;0,63333;Nettoyage du filtre d'arrosage normale / nettoyage des buses de retour d'arrosage ;17/12/2024;machine2;17/12/2024 08:20;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Electronique;0,33333;Verification des cables de puissances d'axe Z et B / retour a l'etat initiale de la machine ;17/12/2024;machine3;17/12/2024 21:30;PANNE ELECTRIQUE;0;03-Armoire électrique ;;;;
Mécanique;0,5;Verification des conditons de la COA / nettoyage du capteur du pot cote magasin / retour du COA a l'etat initiale ;17/12/2024;machine1;17/12/2024 13:15;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electronique;0,16667;Redemarrage de la machine ;17/12/2024;machine1;17/12/2024 05:50;PROBLEME ELECTRONIQUE;0;08-Poste de commande;;;;
Arrosage;0,7;Rearmer le disjoncteur ;17/12/2024;machine6;17/12/2024 23:48;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;13,25;Changement du pressostat de frein d'axe B / lancement programme pour engage le frein d'axe B ;16/12/2024;machine2;16/12/2024 08:00;BLOCAGE AXES PRINCIPAUX;68,51;0241-Axe B;Pressostat pour frein de la table hydraulique axe C;M-HYD0020;1.0;68,51
Mécanique;3;Modification de la valeur MRZP(Z) - lancement piece teste ;16/12/2024;machine2;16/12/2024 23:00;DECALAGE POSITION AXE;0;02-Axes ;;;;
Mécanique;14,5;Prendre l'origine preneur / reglage de la position du changement d'outil / remettre le changement d'outils a l'etat initiale ;16/12/2024;machine3;15/12/2024 16:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,75;Verification des cables et des connecteurs de puissance et codeur de servo moteur d'axe rotative /prendre l'origine du magasin et preneur du changement d'outils ;15/12/2024;machine3;15/12/2024 11:20;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,33333;Verification de l'etat du convoyeur / deblocage du convoyeur ;14/12/2024;machine3;14/12/2024 05:10;BLOCAGE DE CONVOYEUR A COPEAUX;0;042-Convoyeur de copeaux;;;;
Arrosage;0,5;Changement filtre TSC ;14/12/2024;machine4;14/12/2024 11:45;PROBLEME D'ARROSAGE;393,47;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;393,47
