Type de panne;Durée arrêt (h);Date intervention;Désignation;Catégorie de panne;Nombre d'heures MO;Coût total intervention;[MO interne].Nom;[MO interne].Prénom;[MO interne].Nombre d'heures
Mécanique;0,25;12/11/2024;machine3;Mécanique;0,08333;10,19;tech;two;0,08333
Arrosage;0,41667;11/11/2024;machine2;Arrosage;0,33333;0;tech;eight;0,33333
Automate;1,08333;11/11/2024;machine6;Automate;0,08333;39,69;tech;five;0,08333
Mécanique;5,91667;11/11/2024;machine1;Mécanique;0,75;6,25;tech;five;0,75
Mécanique;1,41667;11/11/2024;machine3;Mécanique;0,5;53,83;tech;three;0,5
Programme;0,5;11/11/2024;machine1;Programme;0,5;26,17;tech;seven;0,5
Hydraulique;2,5;11/11/2024;machine1;Hydraulique;3,5;8,33;tech;one;1
Hydraulique;2,5;11/11/2024;machine1;Hydraulique;3,5;8,33;tech;three;2,5
Hydraulique;0,16667;11/11/2024;machine3;Hydraulique;0,16667;7,72;tech;one;0,16667
Mécanique;13;10/11/2024;machine1;Mécanique;0,5;576,17;tech;one;0,5
Mécanique;0,58333;10/11/2024;machine1;Mécanique;0,5;29,84;tech;one;0,5
Mécanique;2,25;09/11/2024;machine2;Mécanique;5,08333;31,24;tech;seven;1,91667
Mécanique;2,25;09/11/2024;machine2;Mécanique;5,08333;31,24;tech;nine;1,83333
Mécanique;2,25;09/11/2024;machine2;Mécanique;5,08333;31,24;tech;three;1,33333
Mécanique;1,41667;09/11/2024;machine3;Mécanique;1,25;53,83;tech;three;1,25
Arrosage;0,41667;09/11/2024;machine1;Arrosage;0,83334;25,27;tech;one;0,41667
Arrosage;0,41667;09/11/2024;machine1;Arrosage;0,83334;25,27;tech;six;0,41667
Electronique;0,43333;09/11/2024;machine6;Electronique;0,33333;15,6;tech;three;0,33333
Hydraulique;1,5;08/11/2024;machine5;Hydraulique;1,5;42,5;tech;seven;1,5
Arrosage;0,5;08/11/2024;machine4;Arrosage;0,5;4,17;tech;four;0,5
Arrosage;0,53333;08/11/2024;machine4;Arrosage;0,5;4,17;tech;four;0,5
Mécanique;1;08/11/2024;machine3;Mécanique;1;42,17;tech;six;0,5
Mécanique;1;08/11/2024;machine3;Mécanique;1;42,17;tech;eight;0,5
Hydraulique;0,83333;08/11/2024;machine1;Hydraulique;0,66667;42,22;tech;five;0,66667
Hydraulique;0,25;07/11/2024;machine1;Hydraulique;0,25;13,08;tech;two;0,25
Arrosage;0,75;07/11/2024;machine2;Arrosage;0,25;2,08;tech;five;0,25
Mécanique;0,41667;07/11/2024;machine3;Mécanique;0,83334;19,3;tech;nine;0,41667
Mécanique;0,41667;07/11/2024;machine3;Mécanique;0,83334;19,3;tech;three;0,41667
Mécanique;0,83333;06/11/2024;machine1;Mécanique;0,58333;36,67;tech;three;0,58333
Mécanique;14,58333;06/11/2024;machine3;Mécanique;3,33333;581,94;tech;four;2
Mécanique;14,58333;06/11/2024;machine3;Mécanique;3,33333;581,94;tech;two;1,33333
Mécanique;0,58333;06/11/2024;machine1;Mécanique;0,5;25,67;tech;three;0,5
Hydraulique;0,41667;06/11/2024;machine1;Hydraulique;0,25;18,33;tech;three;0,25
Mécanique;0,5;05/11/2024;machine6;Mécanique;0,33333;18;tech;three;0,33333
Arrosage;0,91667;05/11/2024;machine1;Arrosage;0,58333;0;tech;three;0,58333
Arrosage;0,83333;05/11/2024;machine2;Arrosage;0,83333;6,94;tech;two;0,83333
Mécanique;0,33333;05/11/2024;machine1;Mécanique;0,33333;17,45;tech;two;0,33333
Mécanique;0,83333;05/11/2024;machine6;Mécanique;0,66667;35,55;tech;two;0,66667
Mécanique;4,5;04/11/2024;machine6;Mécanique;2,41667;162;tech;three;2,41667
Arrosage;1,16667;04/11/2024;machine1;Arrosage;0,5;55,5;tech;two;0,5
Arrosage;36,16667;04/11/2024;machine3;Arrosage;65;3087,84;tech;one;14
Arrosage;36,16667;04/11/2024;machine3;Arrosage;65;3087,84;tech;six;14
Arrosage;36,16667;04/11/2024;machine3;Arrosage;65;3087,84;tech;seven;8
Arrosage;36,16667;04/11/2024;machine3;Arrosage;65;3087,84;tech;nine;8
Arrosage;36,16667;04/11/2024;machine3;Arrosage;65;3087,84;tech;five;13
Arrosage;36,16667;04/11/2024;machine3;Arrosage;65;3087,84;tech;three;8
Mécanique;12,75;03/11/2024;machine2;Mécanique;2,25;11,8;tech;six;1,41667
Mécanique;12,75;03/11/2024;machine2;Mécanique;2,25;11,8;tech;eight;0,83333
Mécanique;6,58333;03/11/2024;machine3;Mécanique;0,5;254,34;tech;one;0,5
Arrosage;1,41667;01/11/2024;machine2;Arrosage;0,33333;2,78;tech;six;0,33333
Arrosage;0,25;01/11/2024;machine2;Arrosage;0,25;2,08;tech;six;0,25
Hydraulique;1;01/11/2024;machine1;Hydraulique;0,5;48,17;tech;six;0,5
Arrosage;0,38333;01/11/2024;machine2;Arrosage;0,7;5,83;tech;four;0,33333
Arrosage;0,38333;01/11/2024;machine2;Arrosage;0,7;5,83;tech;five;0,36667
Electronique;2;01/11/2024;machine8;Electronique;22;698,86;tech;four;5
Electronique;2;01/11/2024;machine8;Electronique;22;698,86;tech;two;2
Electronique;2;01/11/2024;machine8;Electronique;22;698,86;tech;six;5
Electronique;2;01/11/2024;machine8;Electronique;22;698,86;tech;five;5
Electronique;2;01/11/2024;machine8;Electronique;22;698,86;tech;eight;5
Mécanique;0;01/11/2024;machine2;Mécanique;1,5;12,5;tech;two;1,5
Mécanique;0,33333;31/10/2024;machine3;Mécanique;0,66666;18,23;tech;four;0,33333
Mécanique;0,33333;31/10/2024;machine3;Mécanique;0,66666;18,23;tech;five;0,33333
Mécanique;1,5;31/10/2024;machine3;Mécanique;2,25;65,34;tech;seven;0,5
Mécanique;1,5;31/10/2024;machine3;Mécanique;2,25;65,34;tech;nine;0,5
Mécanique;1,5;31/10/2024;machine3;Mécanique;2,25;65,34;tech;three;1,25
Arrosage;1,36667;31/10/2024;machine4;Arrosage;2,25;8,33;tech;two;0,33333
Arrosage;1,36667;31/10/2024;machine4;Arrosage;2,25;8,33;tech;one;0,66667
Arrosage;1,36667;31/10/2024;machine4;Arrosage;2,25;8,33;tech;three;1,25
Mécanique;0,5;31/10/2024;machine1;Mécanique;1;26,17;tech;six;0,5
Mécanique;0,5;31/10/2024;machine1;Mécanique;1;26,17;tech;eight;0,5
Mécanique;1,16667;31/10/2024;machine1;Mécanique;2,33334;61,05;tech;one;1,16667
Mécanique;1,16667;31/10/2024;machine1;Mécanique;2,33334;61,05;tech;three;1,16667
Arrosage;0,5;31/10/2024;machine6;Arrosage;0,83333;24,95;tech;four;0,33333
Arrosage;0,5;31/10/2024;machine6;Arrosage;0,83333;24,95;tech;five;0,5
Mécanique;0,33333;31/10/2024;machine2;Mécanique;0,66666;5,56;tech;four;0,33333
Mécanique;0,33333;31/10/2024;machine2;Mécanique;0,66666;5,56;tech;five;0,33333
Mécanique;0,41667;31/10/2024;machine2;Mécanique;0,5;2,08;tech;six;0,25
Mécanique;0,41667;31/10/2024;machine2;Mécanique;0,5;2,08;tech;eight;0,25
Mécanique;0,5;31/10/2024;machine3;Mécanique;1;27,34;tech;four;0,5
Mécanique;0,5;31/10/2024;machine3;Mécanique;1;27,34;tech;five;0,5
Mécanique;1,5;30/10/2024;machine3;Mécanique;1,5;69,5;tech;six;1,5
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;four;36
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;two;13
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;one;18
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;six;22
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;seven;36
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;nine;36
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;five;36
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;eight;22
Mécanique;228,66667;30/10/2024;machine3;Mécanique;255;11958,24;tech;three;36
Programme;1,08333;30/10/2024;machine4;Programme;0,16666;1,38;tech;four;0,08333
Programme;1,08333;30/10/2024;machine4;Programme;0,16666;1,38;tech;five;0,08333
Arrosage;0,5;30/10/2024;machine6;Arrosage;1;22,17;tech;six;0,5
Arrosage;0,5;30/10/2024;machine6;Arrosage;1;22,17;tech;eight;0,5
Hydraulique;0,5;30/10/2024;machine6;Hydraulique;1;22,17;tech;two;0,5
Hydraulique;0,5;30/10/2024;machine6;Hydraulique;1;22,17;tech;three;0,5
Mécanique;0,66667;30/10/2024;machine1;Mécanique;1;8,33;tech;five;1
Mécanique;2,81667;30/10/2024;machine2;Mécanique;5;20,83;tech;nine;2,5
Mécanique;2,81667;30/10/2024;machine2;Mécanique;5;20,83;tech;three;2,5
Mécanique;0,33333;30/10/2024;machine2;Mécanique;0,66666;5,56;tech;four;0,33333
Mécanique;0,33333;30/10/2024;machine2;Mécanique;0,66666;5,56;tech;five;0,33333
Arrosage;0,5;30/10/2024;machine4;Arrosage;0,5;4,17;tech;six;0,5
Mécanique;18,16667;30/10/2024;machine6;Mécanique;20;787,28;tech;four;5
Mécanique;18,16667;30/10/2024;machine6;Mécanique;20;787,28;tech;two;2
Mécanique;18,16667;30/10/2024;machine6;Mécanique;20;787,28;tech;one;3,16667
Mécanique;18,16667;30/10/2024;machine6;Mécanique;20;787,28;tech;six;0,83333
Mécanique;18,16667;30/10/2024;machine6;Mécanique;20;787,28;tech;five;5
Mécanique;18,16667;30/10/2024;machine6;Mécanique;20;787,28;tech;eight;0,83333
Mécanique;18,16667;30/10/2024;machine6;Mécanique;20;787,28;tech;three;3,16667
Hydraulique;0,5;30/10/2024;machine2;Hydraulique;0,41667;68,51;tech;three;0,41667
Mécanique;0,36667;30/10/2024;machine6;Mécanique;0,33333;13,2;tech;three;0,33333
Arrosage;0,58333;29/10/2024;machine2;Arrosage;0,66667;1,39;tech;six;0,16667
Arrosage;0,58333;29/10/2024;machine2;Arrosage;0,66667;1,39;tech;eight;0,5
Electronique;0,25;29/10/2024;machine1;Electronique;0,25;13,08;tech;five;0,25
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;four;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;two;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;six;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;ten;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;eight;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;four;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;two;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;six;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;ten;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;eight;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;four;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;two;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;six;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;ten;2
Mécanique;9,5;29/10/2024;machine2;Mécanique;10;98,57;tech;eight;2
Mécanique;0,5;29/10/2024;machine3;Mécanique;0,41667;19;tech;three;0,41667
Mécanique;0,58333;28/10/2024;machine1;Mécanique;0,33333;28,45;tech;six;0,33333
Mécanique;0,91667;28/10/2024;machine2;Mécanique;11;74,97;tech;two;1
Mécanique;0,91667;28/10/2024;machine2;Mécanique;11;74,97;tech;one;4
Mécanique;0,91667;28/10/2024;machine2;Mécanique;11;74,97;tech;six;4
Mécanique;0,91667;28/10/2024;machine2;Mécanique;11;74,97;tech;three;2
Mécanique;5;28/10/2024;machine3;Mécanique;0,66666;192,78;tech;seven;0,33333
Mécanique;5;28/10/2024;machine3;Mécanique;0,66666;192,78;tech;three;0,33333
Pneumatique;0,91667;28/10/2024;machine3;Pneumatique;0,16667;34,83;tech;eight;0,16667
Mécanique;0,41667;28/10/2024;machine1;Mécanique;0,25;18,33;tech;three;0,25
Arrosage;0,91667;28/10/2024;machine2;Arrosage;0,5;4,17;tech;six;0,5
Mécanique;0,75;28/10/2024;machine3;Mécanique;0,66667;34,05;tech;six;0,66667
Mécanique;0,33333;28/10/2024;machine3;Mécanique;0,33333;15,45;tech;six;0,33333
Arrosage;0,75;28/10/2024;machine6;Arrosage;0,58333;31,86;tech;six;0,58333
Arrosage;0,5;28/10/2024;machine6;Arrosage;0,41667;18;tech;three;0,41667
Arrosage;0,5;27/10/2024;machine1;Arrosage;0,5;4,17;tech;one;0,5
Mécanique;12,5;27/10/2024;machine3;Mécanique;2;491,66;tech;seven;1
Mécanique;12,5;27/10/2024;machine3;Mécanique;2;491,66;tech;nine;1
Mécanique;7,08333;27/10/2024;machine3;Mécanique;1,75;283,75;tech;one;1,75
Programme;0,25;26/10/2024;machine4;Programme;0,5;4,16;tech;four;0,25
Programme;0,25;26/10/2024;machine4;Programme;0,5;4,16;tech;one;0,25
Mécanique;1,66667;25/10/2024;machine2;Mécanique;3,33334;27,76;tech;four;1,66667
Mécanique;1,66667;25/10/2024;machine2;Mécanique;3,33334;27,76;tech;five;1,66667
Arrosage;0,25;25/10/2024;machine4;Arrosage;0,33334;2,78;tech;four;0,16667
Arrosage;0,25;25/10/2024;machine4;Arrosage;0,33334;2,78;tech;five;0,16667
Hydraulique;1,03333;25/10/2024;machine3;Hydraulique;1,5;47,6;tech;six;1
Hydraulique;1,03333;25/10/2024;machine3;Hydraulique;1,5;47,6;tech;eight;0,5
Pneumatique;1,25;25/10/2024;machine1;Pneumatique;1;55;tech;eight;1
Arrosage;0,5;25/10/2024;machine2;Arrosage;0,5;4,17;tech;six;0,5
Programme;2,5;25/10/2024;machine3;Programme;1,5;107,5;tech;one;1,5
Mécanique;1,83333;25/10/2024;machine3;Mécanique;2,5;80,08;tech;six;1,25
Mécanique;1,83333;25/10/2024;machine3;Mécanique;2,5;80,08;tech;eight;1,25
Hydraulique;0,75;25/10/2024;machine1;Hydraulique;0,33333;33;tech;three;0,33333
Mécanique;6,5;25/10/2024;machine7;Mécanique;13;108,3;tech;seven;6,5
Mécanique;6,5;25/10/2024;machine7;Mécanique;13;108,3;tech;nine;6,5
Mécanique;1;25/10/2024;machine1;Mécanique;2;16,66;tech;seven;1
Mécanique;1;25/10/2024;machine1;Mécanique;2;16,66;tech;nine;1
Programme;2,5;25/10/2024;machine2;Programme;1;8,34;tech;four;0,5
Programme;2,5;25/10/2024;machine2;Programme;1;8,34;tech;five;0,5
Arrosage;70;25/10/2024;machine2;Arrosage;20,5;166,61;tech;two;4
Arrosage;70;25/10/2024;machine2;Arrosage;20,5;166,61;tech;one;7
Arrosage;70;25/10/2024;machine2;Arrosage;20,5;166,61;tech;seven;4,5
Arrosage;70;25/10/2024;machine2;Arrosage;20,5;166,61;tech;nine;4,5
Arrosage;70;25/10/2024;machine2;Arrosage;20,5;166,61;tech;three;0,5
Mécanique;1;24/10/2024;machine2;Mécanique;2;16,66;tech;seven;1
Mécanique;1;24/10/2024;machine2;Mécanique;2;16,66;tech;nine;1
Pneumatique;0,33333;24/10/2024;machine2;Pneumatique;0,99999;5,56;tech;seven;0,33333
Pneumatique;0,33333;24/10/2024;machine2;Pneumatique;0,99999;5,56;tech;nine;0,33333
Pneumatique;0,33333;24/10/2024;machine2;Pneumatique;0,99999;5,56;tech;three;0,33333
Mécanique;0,41667;24/10/2024;machine3;Mécanique;0,33333;18,61;tech;six;0,33333
Mécanique;0,41667;24/10/2024;machine3;Mécanique;0,33333;15,83;tech;three;0,33333
Mécanique;0,5;24/10/2024;machine4;Mécanique;1;8,34;tech;seven;0,5
Mécanique;0,5;24/10/2024;machine4;Mécanique;1;8,34;tech;nine;0,5
Hydraulique;4;24/10/2024;machine1;Hydraulique;5,66666;207,93;tech;one;3,83333
Hydraulique;4;24/10/2024;machine1;Hydraulique;5,66666;207,93;tech;three;1,83333
Mécanique;0,33333;24/10/2024;machine1;Mécanique;0,33333;17,45;tech;seven;0,33333
Mécanique;0,41667;24/10/2024;machine3;Mécanique;0,83334;22,77;tech;four;0,41667
Mécanique;0,41667;24/10/2024;machine3;Mécanique;0,83334;22,77;tech;five;0,41667
Electronique;0,33333;23/10/2024;machine2;Electronique;0,66666;5,56;tech;seven;0,33333
Electronique;0,33333;23/10/2024;machine2;Electronique;0,66666;5,56;tech;nine;0,33333
Arrosage;0,33333;23/10/2024;machine2;Arrosage;0,66666;2,78;tech;six;0,33333
Arrosage;0,33333;23/10/2024;machine2;Arrosage;0,66666;2,78;tech;eight;0,33333
Arrosage;0,75;23/10/2024;machine5;Arrosage;1,16666;19,86;tech;six;0,58333
Arrosage;0,75;23/10/2024;machine5;Arrosage;1,16666;19,86;tech;eight;0,58333
Mécanique;5;23/10/2024;machine2;Mécanique;4;33,32;tech;four;2
Mécanique;5;23/10/2024;machine2;Mécanique;4;33,32;tech;five;2
Hydraulique;1,66667;23/10/2024;machine3;Hydraulique;3;75,83;tech;six;1,5
Hydraulique;1,66667;23/10/2024;machine3;Hydraulique;3;75,83;tech;eight;1,5
Hydraulique;0,33333;23/10/2024;machine3;Hydraulique;0,33333;12,67;tech;three;0,33333
Hydraulique;0,66667;23/10/2024;machine3;Hydraulique;1;29,5;tech;six;0,5
Hydraulique;0,66667;23/10/2024;machine3;Hydraulique;1;29,5;tech;eight;0,5
Mécanique;0,58333;23/10/2024;machine3;Mécanique;0,83334;25,64;tech;six;0,41667
Mécanique;0,58333;23/10/2024;machine3;Mécanique;0,83334;25,64;tech;eight;0,41667
Mécanique;0,5;23/10/2024;machine3;Mécanique;0,5;23,17;tech;five;0,5
Mécanique;0,5;23/10/2024;machine6;Mécanique;0,83334;24,94;tech;four;0,41667
Mécanique;0,5;23/10/2024;machine6;Mécanique;0,83334;24,94;tech;five;0,41667
Electronique;3;23/10/2024;machine8;Electronique;2,91667;96,3;tech;two;2,91667
Pneumatique;0,43333;22/10/2024;machine3;Pneumatique;0,25;18,55;tech;nine;0,25
Mécanique;338,33333;22/10/2024;machine2;Mécanique;14;99,96;tech;four;4
Mécanique;338,33333;22/10/2024;machine2;Mécanique;14;99,96;tech;two;8
Mécanique;338,33333;22/10/2024;machine2;Mécanique;14;99,96;tech;three;2
Mécanique;11;22/10/2024;machine3;Mécanique;14;534,62;tech;four;7
Mécanique;11;22/10/2024;machine3;Mécanique;14;534,62;tech;five;7
Mécanique;1,83333;22/10/2024;machine1;Mécanique;0,66666;86,23;tech;four;0,33333
Mécanique;1,83333;22/10/2024;machine1;Mécanique;0,66666;86,23;tech;five;0,33333
Pneumatique;0,33333;22/10/2024;machine3;Pneumatique;0,66666;15,45;tech;six;0,33333
Pneumatique;0,33333;22/10/2024;machine3;Pneumatique;0,66666;15,45;tech;eight;0,33333
Mécanique;0,91667;22/10/2024;machine3;Mécanique;1,83334;42,47;tech;six;0,91667
Mécanique;0,91667;22/10/2024;machine3;Mécanique;1,83334;42,47;tech;eight;0,91667
Mécanique;1;21/10/2024;machine2;Mécanique;2,66667;16,66;tech;seven;1
Mécanique;1;21/10/2024;machine2;Mécanique;2,66667;16,66;tech;nine;1
Mécanique;1;21/10/2024;machine2;Mécanique;2,66667;16,66;tech;three;0,66667
Informatique;0,58333;21/10/2024;machine2;Informatique;0,41667;3,47;tech;two;0,41667
Mécanique;6,16667;21/10/2024;machine3;Mécanique;0,66666;239,89;tech;four;0,33333
Mécanique;6,16667;21/10/2024;machine3;Mécanique;0,66666;239,89;tech;five;0,33333
Mécanique;0,41667;21/10/2024;machine3;Mécanique;0,33333;15,83;tech;three;0,33333
Pneumatique;0,5;21/10/2024;machine3;Pneumatique;0,83334;22,47;tech;nine;0,41667
Pneumatique;0,5;21/10/2024;machine3;Pneumatique;0,83334;22,47;tech;three;0,41667
Electrique;2,5;21/10/2024;machine3;Electrique;4,33334;113,05;tech;six;2,16667
Electrique;2,5;21/10/2024;machine3;Electrique;4,33334;113,05;tech;eight;2,16667
Arrosage;1,33333;21/10/2024;machine6;Arrosage;0,5;52,17;tech;five;0,5
Pneumatique;0,5;21/10/2024;machine1;Pneumatique;0,33333;0;tech;three;0,33333
Mécanique;1,91667;20/10/2024;machine3;Mécanique;1,5;85,33;tech;one;1,5
Mécanique;0,75;20/10/2024;machine3;Mécanique;0,58333;33,36;tech;one;0,58333
Hydraulique;0,58333;20/10/2024;machine1;Hydraulique;0,58333;30,53;tech;one;0,58333
Mécanique;0,5;20/10/2024;machine1;Mécanique;0,5;26,17;tech;one;0,5
Mécanique;0,5;19/10/2024;machine3;Mécanique;0,5;23,17;tech;one;0,5
Arrosage;0,46667;19/10/2024;machine6;Arrosage;0,41667;20,27;tech;one;0,41667
Mécanique;14,83333;19/10/2024;machine6;Mécanique;0,66667;539,55;tech;one;0,66667
Mécanique;0,33333;19/10/2024;machine6;Mécanique;0,66666;14,78;tech;six;0,33333
Mécanique;0,33333;19/10/2024;machine6;Mécanique;0,66666;14,78;tech;eight;0,33333
Mécanique;0,66667;19/10/2024;machine6;Mécanique;0,66666;26,78;tech;six;0,33333
Mécanique;0,66667;19/10/2024;machine6;Mécanique;0,66666;26,78;tech;eight;0,33333
Mécanique;2,58333;18/10/2024;machine2;Mécanique;1,08333;9,02;tech;six;1,08333
Arrosage;0,66667;18/10/2024;machine3;Arrosage;0,58333;25,33;tech;three;0,58333
Mécanique;1,5;18/10/2024;machine3;Mécanique;0,5;61,17;tech;six;0,5
Mécanique;0,58333;18/10/2024;machine3;Mécanique;0,33333;24,95;tech;five;0,33333
Electrique;0,91667;18/10/2024;machine1;Electrique;0,33333;43,11;tech;six;0,33333
Arrosage;0,33333;18/10/2024;machine6;Arrosage;0,25;14,08;tech;six;0,25
Divers;0,5;18/10/2024;machine1;Divers;0,5;687,43;tech;four;0,5
Mécanique;0,25;18/10/2024;machine1;Mécanique;0,21667;11;tech;three;0,21667
Arrosage;0,38333;18/10/2024;machine4;Arrosage;0,28333;332,64;tech;three;0,28333
Arrosage;1,25;18/10/2024;machine4;Arrosage;0,75;0;tech;three;0,75
Mécanique;0,71667;18/10/2024;machine1;Mécanique;1,33334;5,55;tech;six;0,66667
Mécanique;0,71667;18/10/2024;machine1;Mécanique;1,33334;5,55;tech;eight;0,66667
Electrique;1,41667;17/10/2024;machine6;Electrique;1;59,33;tech;two;1
Arrosage;0,41667;17/10/2024;machine2;Arrosage;0,83334;3,47;tech;six;0,41667
Arrosage;0,41667;17/10/2024;machine2;Arrosage;0,83334;3,47;tech;eight;0,41667
Mécanique;0,91667;17/10/2024;machine3;Mécanique;0,66667;34,83;tech;three;0,66667
Mécanique;0,58333;17/10/2024;machine4;Mécanique;0,5;4,17;tech;nine;0,5
Mécanique;0,66667;17/10/2024;machine1;Mécanique;1,33334;5,55;tech;six;0,66667
Mécanique;0,66667;17/10/2024;machine1;Mécanique;1,33334;5,55;tech;eight;0,66667
Arrosage;0,75;17/10/2024;machine4;Arrosage;0,5;332,64;tech;three;0,5
Mécanique;0,33333;16/10/2024;machine1;Mécanique;1;4,17;tech;six;0,5
Mécanique;0,33333;16/10/2024;machine1;Mécanique;1;4,17;tech;eight;0,5
Mécanique;0,25;16/10/2024;machine3;Mécanique;0,5;11,58;tech;six;0,25
Mécanique;0,25;16/10/2024;machine3;Mécanique;0,5;11,58;tech;eight;0,25
Mécanique;0,75;16/10/2024;machine3;Mécanique;1;32,67;tech;six;0,5
Mécanique;0,75;16/10/2024;machine3;Mécanique;1;32,67;tech;eight;0,5
Hydraulique;1,5;16/10/2024;machine1;Hydraulique;1,33334;77,1;tech;seven;0,66667
Hydraulique;1,5;16/10/2024;machine1;Hydraulique;1,33334;77,1;tech;nine;0,66667
Mécanique;0,25;16/10/2024;machine1;Mécanique;0,5;13,08;tech;six;0,25
Mécanique;0,25;16/10/2024;machine1;Mécanique;0,5;13,08;tech;eight;0,25
Mécanique;0,41667;16/10/2024;machine4;Mécanique;0,25;2,08;tech;nine;0,25
Mécanique;0,91667;16/10/2024;machine6;Mécanique;0,25;33;tech;three;0,25
Programme;3,5;15/10/2024;machine4;Programme;2,5;20,83;tech;four;0,5
Programme;3,5;15/10/2024;machine4;Programme;2,5;20,83;tech;seven;1
Programme;3,5;15/10/2024;machine4;Programme;2,5;20,83;tech;five;1
Mécanique;0,91667;15/10/2024;machine3;Mécanique;1,33334;45,93;tech;seven;0,66667
Mécanique;0,91667;15/10/2024;machine3;Mécanique;1,33334;45,93;tech;nine;0,66667
Mécanique;2,75;15/10/2024;machine3;Mécanique;2,16667;104,5;tech;three;2,16667
Arrosage;0,66667;15/10/2024;machine4;Arrosage;0,66667;332,64;tech;three;0,66667
Mécanique;1,25;14/10/2024;machine3;Mécanique;2,5;68,32;tech;four;1,25
Mécanique;1,25;14/10/2024;machine3;Mécanique;2,5;68,32;tech;five;1,25
Arrosage;0,58333;14/10/2024;machine4;Arrosage;1;8,34;tech;four;0,5
Arrosage;0,58333;14/10/2024;machine4;Arrosage;1;8,34;tech;five;0,5
Mécanique;0,83333;14/10/2024;machine3;Mécanique;0,66667;31,67;tech;three;0,66667
Arrosage;14,33333;14/10/2024;machine4;Arrosage;0,75;338,89;tech;six;0,75
Hydraulique;3,16667;13/10/2024;machine3;Hydraulique;1;124,5;tech;six;0,5
Hydraulique;3,16667;13/10/2024;machine3;Hydraulique;1;124,5;tech;eight;0,5
Mécanique;0,5;13/10/2024;machine3;Mécanique;0,5;23,17;tech;one;0,5
Mécanique;0,58333;13/10/2024;machine1;Mécanique;0,41667;3,47;tech;one;0,41667
Arrosage;0,58333;12/10/2024;machine4;Arrosage;0,58333;337,5;tech;four;0,58333
Mécanique;0,5;12/10/2024;machine2;Mécanique;1;8,34;tech;four;0,5
Mécanique;0,5;12/10/2024;machine2;Mécanique;1;8,34;tech;five;0,5
Mécanique;0,5;12/10/2024;machine1;Mécanique;0,5;26,17;tech;five;0,5
